id,org,dept,name,description,Mandate,Reliance,mandate_coded,relince_coded
1213,East Lansing,Police,Patrol Operations,"Respond to calls for service (emergency and non-emergency) investigate and privent criminal activity, conduct traffic safety efforts,  enforce local and state laws and address quality of life issues.",4,4,1,1
927,Rowlett,Police Department,Patrol Services,"Proactive and reactive activity to include responding to calls for service, grid patrols, and traffic stops.",4,4,1,1
259,Marathon,Highway,Patrol Supervision,"Assign and supervise all Highway maintenance and construction projects.

Make regular inspections of state and county roads; schedule repairs as needed.  Prepare daily reports on work distribution.

Schedule necessary equipment, tools and materials for delivery of maintenance work.  Available 24/7/365 for emergency procedures.",4,3,1,0
421,"Washington County, WI",Highway,Patrol Supervision,"Assign and supervise all maintenance and construction
Make regular inspection of state and county roads and make repairs as needed
Prepare daily reports on work distribution
Provide necessary equipment, tools, and materials for delivery of maintenance work.  Available 24 hours a day, 7 days a week for emergency procedures.",4,4,1,1
1294,Gaston County,Public Works,Pavement Condition Evaluations,none,4,3,1,0
489,"Washington County, WI",Highway,Pavement Marking,"Includes all county labor, materials, and equipment in performing pavement marking activities.",4,3,1,0
1137,Tulsa,Streets and Stormwater,Pavement Marking - Contractor,Oversee pavement marking installations with use of contractors,4,0,1,0
1137,Tulsa Test Liz,Streets and Stormwater,Pavement Marking - Contractor,Oversee pavement marking installations with use of contractors,4,0,1,0
1003,Tulsa,Streets and Stormwater,Pavement Marking - In-house,Install paint and thermoplastic pavement markings citywide with city crews.,4,0,1,0
1003,Tulsa Test Liz,Streets and Stormwater,Pavement Marking - In-house,Install paint and thermoplastic pavement markings citywide with city crews.,4,0,1,0
214,UnifiedGov,Public Works,Pavement Marking Program,"Painting of street center-lines, curbs and crosswalks.  Also includes installation of thermoplastic for crosswalks",4,3,1,0
1085,"Monroe, OH",PUBLIC WORKS,Pavement Markings,"Refresh all traffic paint on city roads, including stop bars, crosswalks and turn arrows",4,0,1,0
1883,"Addison, TX",Streets,Pavement Markings,Annual maintenance and replacement of pavement markings.,4,0,1,0
1044,"Columbia, SC",Traffic Operations,Pavement Markings Installation and Maintenance,"Traffic Operations staff installation of crosswalk, parking lot and on street parking spot striping",4,4,1,1
306,Roswell,90 - Transportation,Pavement Striping and Markings,"Manage yearly striping contract, perform in-house new installation and maintenance of all existing striping, resurfacing projects, school zone markings.  Operate and maintain City's striping equipment, maintain paint inventory, maintain and install raised pavement markers, maintain specialty stencils (sharrows, etc.)",4,0,1,0
499,"Washington County, WI",Highway,Pavement Sweeping,"Removal and disposal of debris from either asphalt or concrete pavement or paved shoulders with a sweeper, mechanical means, or by hand. This includes the cost of disposal fees.",4,3,1,0
1100,Tulsa,Streets and Stormwater,Paving Cuts,Contractor Repairs,4,2,1,0
1100,Tulsa Test Liz,Streets and Stormwater,Paving Cuts,Contractor Repairs,4,2,1,0
191,"Beaumont, AB",People Services,Pay and Benefits,"Processing of all salary and wages for employees on a biweekly basis, including reporting in compliance with Canada Revenue Agency (CRA) and Local Authorities Pension Plan (LAPP). Administration of employee health benefit plans.",4,1,1,0
1467,Gaston County,Tax,Payment Collection & Processing,none,4,4,1,1
272,"Canton, MI",253 - Treasurer,Payment Processing,Accept and process payments made via the cashier's desk and reconcile cash drawers,4,0,1,0
4048,"Columbia, SC",1011504,Payments,Generates juror compensation paperwork and provides excuses for juror's employers.,4,0,1,0
253,"Branson, MO",Finance,Payroll,"Payroll processing, reporting and year-end processing/W-2''''s, Quarterly Federal reporting/941''''s, payroll policy compliance, payroll software security reporting and testing, check/direct deposit issuing, tax compliance",4,3,1,0
335,KansasCity,Parks and Recreation,Payroll,Audits time keeping records for accuracy and retains documents for staff hours worked and pays staff accordingly.,4,4,1,1
927,"Strathcona County, AB",Corporate Services,Payroll,"Timely and accurate processing of all salary and wages for employees on a biweekly or monthly basis. Ensures accuracy in time reporting and ensures rules and guidelines are followed. Liaises with pension administration to ensure accurate pension records for employees. Calculates and submits employer based remittances (e.g. to Canada Revenue Agency, Canada Pension Plan, Local Authorities Pension Plan).",4,3,1,0
1087,Gaston County,Finance,Payroll,none,4,3,1,0
1121,Rowlett,Finance,Payroll,"Process bi-weekly, semi-monthly, monthly, and miscellaneous payroll cycles",4,0,1,0
1179,Meridian,Finance,Payroll,"Monthly payroll processing and associated monthly, quarterly and annual reporting. Ensure export of Crewsense to Timecard data is performed correctly",4,4,1,1
1230,Tulsa,Finance,Payroll,Process and issue payroll checks/direct deposit for active and retired employees.,4,2,1,0
1230,Tulsa Test Liz,Finance,Payroll,Process and issue payroll checks/direct deposit for active and retired employees.,4,2,1,0
1335,Lawrence,Finance,Payroll,Manage the payroll function for the City,4,0,1,0
1514,Jefferson,Health,Payroll,"Employee payroll is entered by Administrative Assistant II by means of individual timesheet, time-clock entries and exception slips signed by Director or Public Health Program Manager, verifies accuracy of accounts and monitors staff paid time off balances. The payroll Administrative Assistant II also works closely with the Countyâ€™s Human Resources Department regarding pay issues and concerns.",4,3,1,0
1558,"Lees Summit, MO",Finance,Payroll,"Calculates and pays wages, taxes, and benefits for all city employees based upon time worked on a bi-weekly basis.  Includes balancing, depositing and reporting taxes, wage deductions and benefits.  Makes payment via direct deposit or by check.    Maintains compliance with tax laws, payroll records and issues W-2's annually.",4,2,1,0
2353,"Addison, TX",Finance Department,Payroll,"Preparing bi-weekly payroll, holiday, overtime premium, longevity payouts, and sick and vacation buybacks; Preparing W-2's and preparing other required federal and state filings.",4,0,1,0
4641,San Juan County,FINANCE,Payroll,"Payroll for San Juan County, Communications Authority, Water Commission and Criminal Justice Training Authority",4,4,1,1
33,Roswell,00 - SHARED SERVICE,Payroll Administration,"Bi-weekly processing of payroll for all employees and generation of various payroll reports. .  Processing of garnishments, voluntary and mandatory deductions, etc.",4,0,1,0
612,Duluth,Auditor,Payroll Administration,"Transmitting positive pay and ACH files,   filing tax payments,  transmitting deferred compensation files",4,3,1,0
1272,"Salt Lake City, UT",DEPARTMENT OF FINANCE,Payroll Administration,"This program handles payroll processing and payroll time and attendance.  Once timekeeping hours are posted, the team processes payroll on a bi-weekly basis for all employees.  Part of the process includes processing adjustments to payroll for any missed items and tracking leave, retirement, regular over-time and special pay.  The group also collects and reviews for accuracy the time and attendance from all departments and employees.  They monitor new employees, timecard punching and additional work time, balancing and auditing each City division's time entries.",4,0,1,0
1273,"Salt Lake City, UT",DEPARTMENT OF FINANCE,Payroll Administration: Time and Attendance,"Payroll Time and Attendance consists of 2 Kronos Administrator FTEs that are supervised by the Payroll Manager.  They collect and review for accuracy the time and attendance from all departments and employees.  They monitor new employees, timecard punching and additional work time, balancing and auditing each City divisions time entries.",4,0,1,0
1027,"Fort Saskatchewan, AB",People Services,Payroll and Benefits Administration,"Timely and accurate processing of all salary and wages for employees on a biweekly basis for the City of Fort Saskatchewan and the Fort Saskatchewan Public Library. Ensures accuracy in time reporting and ensures compliance with Canada Revenue Agency (CRA), Local Authorities Pension Plan (LAPP), Alberta Blue Cross and several other external agencies. Calculates and submits employer based remittances to finance. Development and administration of employee health benefit plans including health, dental, long term disability, life insurance, accidental death and dismemberment insurance and lifestyles benefit plans. Manages the annual premium setting process and tracks the financial status of the plans. Annual reporting to CCRA, LAPP, WCB.",4,2,1,0
403,"Washington County, WI",Highway,Payroll and Personnel Management,"Daily, bi-weekly, and annual payroll accounting and processing operations.  Calculation of severance/retirement payouts, Liaison between HR and Highway employees in respect to insurance programs (health, workers compensation, etc.) and other HR issues (FMLA, drug testing, etc.).   Reconcile payroll and benefit data (including retirement/severance) with job costing data.  Approve time off requests.  Work with HR on FMLA, hiring, termination issues.",4,4,1,1
782,East Lansing,Financial Services,Payroll Filings and Reconciliation,"Prepare and submit 941 for payroll taxes, Unemployment report for the State; W-2 reconciliation, annual W-2 (fed, state, local)",4,0,1,0
1041,"Riverside, CA",Finance,Payroll Maintenance & Processing,"Coordinate timecard processing from three time-keeping systems; review and correct accounts and hour codes; process timecard corrections. Process payroll for all city employees (issue checks/EFT); reconcile and pay taxes and benefits; calculate employee payouts, unemployment, etc.",4,4,1,1
259,Longmont,Finance,Payroll Processing,"Process user-entered timesheets for employees biweekly. Monitor FLSA compliance. Enter all payroll data from Personnel Action Forms (PAF), benefit and deduction selection forms, banking forms, tax forms, uniform allowances, taxable fringe benefits, etc. Balance and process paychecks for employees biweekly, retirees monthly,  employees longevity monthly, employees sick conversion annually and employees RHS distribution annually. Calculate retroactive pay increases/corrections. Provide customer service to all employees via phone and walkup. Records management.",4,3,1,0
308,"Columbia, SC",City Manager - Human Resources,Payroll Processing,none,4,0,1,0
2317,Littleton,Admin Services,Payroll Processing,"General payroll process , payroll reporting, tax records and payments and software maintenance, year end reporting and compliance.  Pre-payroll employee deductions, garnishments, withholding allowance changes etc.  Pre-payroll collection and verification of employee time entry",4,2,1,0
788,Ferndale,Human Resources,Payroll Processing & Remittances / Payroll Database Management,"Process employee transactions: new hires, employee changes, promotions, pay changes, status changes, separation entries, etc. Run payrolls as indicated in the annual payroll cycle document and submit taxes, benefit contribution payments, and other remittances.",4,4,1,1
968,"West Plains, MO",Human Resources,Payroll Processing and Remittances,"Processes bi-weekly payroll for hourly, salaried, and temporary employees, including reviewing timesheets for completeness and accuracy, entering tax and direct deposit information, administering regulatory requirements, e.g., garnishments, tax levies, support orders, retroactive pay or other special payroll actions and changes affecting net wages. Codes, inputs, edits, and processes hours worked including overtime, on-call, shift differentials, benefits, and non-paid hours; tracks and reconciles accrued leave and compensatory time. Regulates compliance of time and attendance and paid leave policies for all employees. Prepares quarterly, end of calendar year, end of fiscal year payroll reports, and auditor reports. Reconciles, completes, and submits all federal and state reporting in a timely manner, to include tax returns, tax deposits, W-2’s, 941’s, 1094/1095 Affordable Care Act forms, workers compensation and unemployment claims and reports.",4,0,1,0
35,Duluth,Budget Office,Payroll processing and reporting,"Routine duties associated with the biweekly payroll cycle including uploading hours from the time & attendance systems, reviewing time & leave taken, and responding to employee inquiries",4,3,1,0
55,"Green Bay, WI",10 -  ADMINISTRATIVE SERVICES,Payroll Processing and Reporting,Process payroll for employees,4,0,1,0
121,"Canton, MI",210 - Finance and Budget,Payroll Processing and Reporting,Process payroll for employees,4,0,1,0
354,"Washington County, WI",Human Resources,Payroll Processing and Reporting,"Process bi-weekly and monthly payrolls, generate payroll reports including tax reporting (941 etc.), time card entry and review, year end processing including W2's, print and distribute checks/stubs.",4,3,1,0
470,"Eugene, OR",CS,Payroll Processing and Reporting,"Process payroll for employees including active and retiring/separating, timekeeping, manage taxation payments, implement contract changes, year-end reporting, and PERS maintenance and processing. Support departments in ensuring accuracy of time reported and retroactive payments.",4,3,1,0
738,Ferndale,Budget & Finance,Payroll Processing and Reporting,Process payroll for employees,4,0,1,0
783,East Lansing,Financial Services,Payroll Processing and Reporting,"Process payroll for employees including entering/approving timesheets, review, process check runs, and maintaining employee records..",4,0,1,0
811,Marathon,Finance,Payroll Processing and Reporting,"Create payroll reporting for IRS (W2 and ACE) and WRS reporting as required by law. Process payroll for all employees including court ordered garnishments and deductions, create the invoices and ACH payments associated with payroll. Complete the training, testing and administration of the County's electronic timecard system including managing all timecard rules and codes for entering time and uploading all timecard information into the payroll system per Department of Labor Standards (FLSA)",4,3,1,0
879,Flagstaff,02-Management Services,Payroll Processing and Reporting,Process payroll and related reporting,4,4,1,1
1493,Jefferson,Finance,Payroll Processing and Reporting,"Create payroll reporting for IRS and WRS reporting as required by law. Process payroll for all employees including court ordered garnishments and deductions, create the invoices and ACH payments associated with payroll.",4,4,1,1
53,UnifiedGov,Finance Department,Payroll Program,Preparation of weekly payroll for all sworn and civilian employees. Prepare all payroll tax returns. Input all employee maintenace pertaining to payroll,4,3,1,0
464,"Eugene, OR",CS,Payroll Tax Processing and Reporting,"Process and collect Community Safety payroll tax for Eugene area employers and employees, account reconciliation, taxpayer customer service/education, enforcement/ audit functions,  and tax revenue modeling/analysis.",4,3,1,0
115,Roswell,00 - SHARED SERVICE,P-Card Administration,Coordinate p-card program including administration and transaction auditing to comply with City and State regulations.,4,0,1,0
2311,Littleton,Admin Services,P-card Management,"Management, issuance and audit of the City's P-card program. Cancellation of old accounts and investigation and resolution of fraudulent card activities.",4,1,1,0
1321,SouthJordan,Police,PD Records Management,"Responsible for maintenance, reporting, retention, and accuracy of the police Records Management System (RMS) that maintains all incoming police documentation of calls for service in the community.",4,4,1,1
282,Longmont,Finance,Pension Administration,"Responsible for keeping six pension plans and boards in compliance with Federal mandates; being fiscally and fiduciary responsible to the plans, employees and citizens.",4,4,1,1
1488,"Pittsburgh, PA",FINANCE,Pension Administration,"Scheduling, payment, and coordination of Pension Payments, and Pension Board activities",4,4,1,1
867,Flagstaff,02-Management Services,Pension Management,"Research, planning and policy updates for the City pension plans.  Includes management of newly established Contingency Reserve Fund policy created for Police and Fire plans.",4,4,1,1
254,"Branson, MO",Finance,Pension Plan Management,Monthly and Yearly reconciling of the Pension plan and OPEB.,4,4,1,1
1101,"Columbia, SC",Animal Services,Perform euthanasia as required for shelter pets,"Euthanize at the appropriate time, injured, sick or dangerous animals.",4,4,1,1
1028,"Columbia, SC",Traffic Engineering,Perform Street lighting Studies Citywide,Conduct field inventories of current lighting and submit recommendations for improvements,4,4,1,1
1026,"Columbia, SC",Traffic Engineering,Perform Traffic Studies (500/year),Perform field reviews of traffic control and make recommendations for improvements,4,4,1,1
2153,"Addison, TX",Addison Theatre Centre,Performing Arts Grants,Grant funding for performing arts organizations that utilize the Addison Theatre Centre.,4,0,1,0
501,"Washington County, WI",Highway,Permanent Traffic Sign Placement,Installation of new traffic signs and scheduled replacement of traffic signs.,4,3,1,0
502,"Washington County, WI",Highway,Permanent Traffic Sign Repair,Permanent repair of traffic signs and supports. This includes use with the statewide damage claim number.,4,3,1,0
1350,"Pittsburgh, PA","PERMITS, LICENSES, AND INSPECTIONS",Permit and Certificates of Occupancy Issuance,"Issuance of construction and occupancy permits that require plan review and include the issuance of a certificate of occupancy and Occupant Load Placards ensuring adherence to building and zoning code requirements, and appropriate and safe occupancy.",4,4,1,1
1375,Gaston County,Public Works,Permits and Compliance,none,4,4,1,1
1391,Gaston County,Public Works,Permits and Compliance,none,4,4,1,1
60,Lawrence,City Manager,Permits and Licenses,"Process licenses, permits and registrations in accordance with established laws and policies.",4,4,1,1
229,Duluth,Fire,Permitting,"Blasting, Fuel Tank Removal, Firework Sales, Pyrotechnic Displays, Bonfire, Burning, Tents",4,4,1,1
258,Marathon,Highway,PERMITTING,"Issue permits for larger than allowable loads.  Process payments.  §348.25, 348.26",4,4,1,1
2457,"Addison, TX",Utilities,Permitting,Review and issue permits to the public.,4,0,1,0
432,"Green Bay, WI",25 -  COMMUNITY AND ECONOMIC DEVELOP,Permitting and licensing of weights and measure devices.,Permitting and licensing of weights and measure devices.,4,4,1,1
486,Longmont,Public Safety,Person Crimes,"Detectives are responsible for the continued investigation of felony criminal cases and more complex misdemeanor cases. Detectives from the Persons Unit investigate sexual assaults, felony assault, stalking, robbery, fraud, white collar crime, and domestic violence crimes.",4,4,1,1
117,"Washington County, WI",Aging & Disability Resource Center,Personal Care,"Contract to provide bathing , personal grooming, dressing and other assistance for persons living in their homes",4,3,1,0
744,UnifiedGov,Appraiser,Personal Property,"Discover, list and assign value and classification to taxable and exempt personal property for ad valorem taxation purposes in compliance with State laws, including administrative rules and regulations defined by the Kansas Department of Revenue, Property Valuation Division.  Examples of these processes include revaluation of personal property annually; Completion of mass appraisal phases/studies for personal property (i.e. Manufactured Home Depreciation; Trailer Analysis, Minimum value determination on other types of taxable tangible personal property); Certification of Values to the UG Clerk, Sales Verification and Cata Collection of Manufactured Homes;  Quality Control;  Defend values at different levels of appeals, when necessary.",4,4,1,1
343,"Green Bay, WI",10 -  ADMINISTRATIVE SERVICES,Personal Property Assessments,"Update computer system each year of new composite conversion factors.  Verify and identify the physical location of all businesses located within each municipality.   Mail merge, print and mail to business owners the Dept. of Revenue Statement of Personal Property forms.  Data entry of business assets on all returned/filed Personal Property forms, Doomage value all accounts of non-filers.",4,0,1,0
298,"Washington County, WI",County Treasurer,Personal Property Tax Chargeback Management,Prepare and maintain detailed spreadsheets for personal property chargebacks from local treasurer’s received between February 2 and April 1 of each year and prepare payment voucher to local municipality for the Sate and County portions.  Prepare and submit a bill to the State each April to collect the State’s portion of personal property chargebacks paid to the local treasurer.,4,4,1,1
2000,Jefferson,County Treasurer,Personal Property Tax Chargeback Management,Prepare and maintain detailed spreadsheets for personal property chargebacks from local treasurerâ€™s received between February 2 and April 1 of each year and prepare payment voucher to local municipality for the Sate and County portions.  Prepare and submit a bill to the State each April to collect the Stateâ€™s portion of personal property chargebacks paid to the local treasurer.,4,4,1,1
755,East Lansing,Financial Services,Personal Property Valuation,"Perform annual canvass of businesses in the City, create or delete personal property accounts, mail Personal Property Statements and exemption claim forms as required by Michigan law, and process returned Personal Property Statements and exemption claims",4,4,1,1
824,"Washington County, WI",Register of Deeds,Personal Property Valuation,Requires the creation or deletion of personal property accounts from the imported personal property values provided by the assessors and the confirmation of those values using various analytical methods.,4,4,1,1
5122,San Juan County,TREASURER,Personal Property/Mobile Home Tax Collection,Bill and collect on mobile homes and personal property tax. Different from real property because the County handles all collections.,4,4,1,1
543,Longmont,Public Safety,Personnel,"Computer set ups for all new employees and volunteers, including, but not limited to, network access and Tiburon access; Set up and management of Email groups and paging groups; Phone and voicemail setup; Creation and management of Personnel Orders; Creation and management of Liaison and Collateral assignment lists; Creation and management of Organizational Charts; and management of Employee Status Forms. Represent and market the department at various job fairs, schools, and public functions to promote employment and career opportunities for all positions available in Public Safety. This includes information sharing with other agencies and with persons interested in employment. Responsible for coordinating needs of respective divisions in the department for posting all available positions, developing appropriate selection process, and implementing process from determination of position opening to position being filled. This includes, but is not limited to, posting positions, screening applicants, scheduling applicants, processing applicants through all phases/components of the selection process, evaluating applicants in all phases, and making recommendations for hire to the affected stakeholders within the department. Maintain accurate and up to date personnel records for all department personnel. Develop and implement systems to make all records available to the appropriate personnel in the department and outside agencies as needed. Develop, implement, and maintain requirements for special programs and promoted positions, i.e., Company Commander, Driver Operator, Master Police Officer, Paramedic, etc. Maintain and deliver associated records and information to necessary stakeholders as needed.Responsible for coordinating needs of respective divisions in the department for posting all available positions, developing appropriate promotion/selection process, and implementing process from determination of position opening to position being filled. This includes, but is not limited to, posting positions, screening candidates, scheduling candidates, processing candidates through all phases/components of the promotion/selection process, evaluating candidates in all phases, and making recommendations for promotion/selection to the affected stakeholders within the LDPS.",4,3,1,0
2341,Littleton,Admin Services,Personnel and Medical Files Maintenance,"Maintains employee files and medical records files for all employees including Recruitment files, REf. Files, MED Ben, Per, Training, CDLs. Ensures policies are followed regarding access to these files.  Maintains for the required retention period.",4,2,1,0
5979,San Juan County,RISK MANAGEMENT,Personnel bond purchase and maintenance,"Initiate, renew, purchase bonds for elected officials and properties as required by statute and/or contract.",4,4,1,1
375,"Eugene, OR",CS,Personnel Data Maintenance,"Maintain the Human Resource Information System (HRIS). Enter, process and audit personnel transactions such as new hires,  promotions, changes in pay, changes in status, separation entries, and benefits enrollment, including associated document retention and reporting in compliance with regulations and laws. Provide requested Workforce Reporting and Analytics.",4,4,1,1
360,"Canton, MI",270 - Human Resources,Personnel File Maintenance and Review,"New Hire - Creation of personnel file including all personnel change notices, probationary evaluations, retirement and life insurance enrollment paperwork. Termination - Audit of file to confirm there is no medical information, I-9 Verification or misfiled paperwork prior to moving file to long term storage.  Maintain all personnel records in compliance with Federal and State Law and in compliance with Bullard Plawecki Right to Know Act. ",4,4,1,1
987,"Riverside, CA",Police,Person's Unit - Robbery/Homicide,"Investigates homicides, kidnappings, carjacking's, major assaults, robberies, suspicious deaths, and other crimes against persons",4,4,1,1
745,"Strathcona County, AB",Infrastructure and Planning Services,Pest Control,"Enforcement of the Agricultural Pest Act in both urban and rural settings. Provide resources, information and education to concerned residents. Protection of the environment and agricultural lands by controlling pests in Strathcona County. Enforce the Pest Control Act of Alberta. Survey all Canola fields in Strathcona County annually to determine the incidence and spread of Clubroot.",4,3,1,0
904,East Lansing,Administrative Services,Phone System Administration and Support,"The phone system includes all of the Avaya and AT&T devices and connected telephony infrastructure.  To make the phones work there is a complex system of dedicated  servers, dedicated network gear, and cabling along with proprietary telephony software.  The phone system program manages all of the inbound, outbound, and cross talk communication throughout the city including the announcements, emergency services lines, department specific lines, and call prompting.  This also includes the voice messaging system and call management software and administration.  Handset hardware and firmware are also part of this program.",4,0,1,0
4598,San Juan County,COMMUNITY DEVELOPMENT,Physical Addressing,Issue all physical addresses for 9-1-1 services in the unincorporated areas of the County and posts addresses in the field.,4,4,1,1
872,Tulsa,Fire,Physical Resources and Supply,Support fire department equipment and station operations through the management of durable and consumable assets,4,4,1,1
872,Tulsa Test Liz,Fire,Physical Resources and Supply,Support fire department equipment and station operations through the management of durable and consumable assets,4,4,1,1
1244,Tulsa,Asset Management,Physical Security,"Gates, guns and guards",4,4,1,1
1244,Tulsa Test Liz,Asset Management,Physical Security,"Gates, guns and guards",4,4,1,1
1408,"Salt Lake City, UT",POLICE DEPARTMENT,Pioneer Division Community Liaison Officer Program,The Division Community Liaison works with the community to solve problems. The officers participate in Community Council Meetings and Community Action Team meetings to share information and collaborate on community concerns.,4,4,1,1
1482,"Pittsburgh, PA",HUMAN RESOURCES AND CIVIL SERVICE,Pittsburgh Partnership,In conjunction with the Pennsylvania Department of Human Services' Employment and Retention Network (EARN) and targeted City Community Development and Block Grant Funds provide employment services to City of Pittsburgh residents. Also supports and participates in the annual Summer Learn and Earn Program targeting City youth ages 14-21 to gain employment during the summer for an 8 week time period.,4,0,1,0
4621,San Juan County,EMERGENCY MANAGEMENT,Plan Management Program,Maintain and update the All Hazards Mitigation Plan (HMP) and the Emergency Operations Plan (EOP),4,4,1,1
240,Roswell,80 - Environmental Public Works,Plan Review,"Review of all department ordinance requirements for development, included but not limited to, stormwater, water distribution, and sanitation requirements.  Department support of development thru the DPRT process.",4,0,1,0
272,Roswell,80 - Environmental Public Works,Plan Review,"Review of all department ordinance requirements for development, included but not limited to, stormwater, water distribution, and sanitation requirements.  Department support of development thru the DPRT process.",4,0,1,0
389,Roswell,80 - Environmental Public Works,Plan Review,"Review of all department ordinance requirements for development, included but not limited to, stormwater, water distribution, and sanitation requirements.  Department support of development thru the DPRT process.",4,0,1,0
561,"Columbia, SC",Fire Prevention,Plan Review,"Review all building plans, site plans, and development plans with regards to current Fire & Life Safety codes as well as ensuring sufficient fire department vehicle access and water supply.",4,4,1,1
1013,Gaston County,DHHS - Public Health,"Plan Review & Permitting -Childcare, Nursing Homes",none,4,4,1,1
1012,Gaston County,DHHS - Public Health,"Plan Review & Permitting -Food, Lodging & Institutions",none,4,4,1,1
1221,SouthJordan,Planning,Plan Review and Inspection,Review all building permit applications to ensure compliance with Planning & Zoning regulations.,4,4,1,1
123,Roswell,50 - Fire,"Plan Review, Permitting, & Construction Inspections","Review all building plans, site plans, and development plans with regards to current Fire & Life Safety codes as well as ensuring sufficient fire department vehicle access and water supply.",4,0,1,0
559,"Branson, MO",Planning & Development,Planned Development Requests,"takes in applications, meets with applicants, compiles information for staff report (graphics, maps, research, etc.), makes presentation to Planning & Zoning Commission and to the Board of Aldermen",4,4,1,1
118,Lawrence,Planning & Development Services,Planning,"Administer Planning program, including planning for long term community needs, processing current planning applications and administration of Historic Resources program.
Strongest alignment with SWN-1, SWN-2, SWN-3, SWN-4, SWN-5, SWN-8, SWN-10, SWN-12, PES-1, PES-3, PES-4, PES-10, CW-2. Varying levels of alignment with other progress indicators.",4,4,1,1
1216,"Lees Summit, MO",Development Services,Planning,"Current planning, zoning, application processing and landuse regulation.",4,2,1,0
887,"West Plains, MO",Police,Planning and Research,"Development and maintenance of policy and procedures, best practices and accreditation.  Research of matters related to law enforcement and the development of action plans.",4,4,1,1
92,Roswell,30 - Community Development,Planning and Zoning Public Notifications,"Meeting public notification requirements as part of processing applications  Posting of property, mailing, legal advertisements required by State law and local ordinances",4,4,1,1
419,"Beaumont, AB",Planning & Development,Planning Applications,"Processing and reviewing planning applications (redistricting and new plan or plan amendment) for City Council's consideration.  This include pre-application discussion, receiving application, processing, meeting legislative requirement for pre-Council consideration and Council meetings.  Types of higher level land use plans in the City of  Beaumont includes Intermunicipal Development Plan, Municipal Development Plan, Area Structure Plan, Neighbourhood Structure Plan, and/or Outline Plan.",4,4,1,1
1378,"Riverside, CA",Community Development,Planning Commission,Staff administration of the Commission that reviews Planning projects and approvals. Staff prepares all necessary documents and reports.,4,4,1,1
824,"Columbia, SC",Planning,Planning Commission  Administration,"Provides administrative support to include meeting agenda and minutes, public notice, and case review and recommendations.",4,4,1,1
564,"Branson, MO",Planning & Development,Planning Commission Administration & Support,"provides staff support, leadership, secretary (complies items into packet, creates agenda, creates presentation, maintains minutes, takes roll, etc.)",4,4,1,1
664,"Washington County, WI",Information Technology,Planning Data Mapping,Maintain or compile a variety of data related to land use planning activities.,4,3,1,0
838,"Columbia, SC",Planning,Planning Development Review,"Review and evaluate development applications to ensure compliance with all adopted transportation, historic preservation, urban design and comprehensive planning studies.",4,4,1,1
741,Flagstaff,05-Community Development,Planning Discretionary Review,"Manage zoning map amendments, annexations, conditional use permits, development agreements, and subdivision plats. Perform regional plan analysis for discretionary review projects and dedications and abandonments.",4,4,1,1
1498,"Lethbridge, AB",Planning & Design,Planning Studies,"Preparation of studies used as background for Statutory Plans, Growth Strategy and Municipal Annexations.",4,4,1,1
1164,Ferndale,Community & Economic Development,"Planning, Zoning, and Mobility Administration","Serve as a liaison to the Planning Commission and as an advocate and steward in the maintenance and evolution over time of:
1. The Ferndale Zoning Ordinance
2. The Ferndale Master Land Use Plan
3. The Ferndale Moves Mobility Plan",4,4,1,1
881,Tulsa,Fire,Plans Review,Review commercial construction plans for proper fire safety features in collaboration with City of Tulsa Engineering,4,4,1,1
881,Tulsa Test Liz,Fire,Plans Review,Review commercial construction plans for proper fire safety features in collaboration with City of Tulsa Engineering,4,4,1,1
1185,"Columbia, SC",Columbia Canal Water Plant,Plant - Treatment Facility Operations,Operation of water treatment controls and instrumentation to ensure safe production of high quality water.,4,4,1,1
1232,"Columbia, SC",Metro WWTP,Plant - Treatment Facility Operations,Operation of water treatment controls and instrumentation to ensure proper treatment.,4,0,1,0
1223,"Columbia, SC",Metro WWTP,Plant Assets,"Administer, manage, monitor,  recommend, document and oversee treatment plant asset management.",4,0,1,0
1198,"Columbia, SC",Lake Murray Water Plant,Plant Production - High Service,High service flows.,4,4,1,1
1230,"Columbia, SC",Metro WWTP,Plant Production - Pumping Maintenance,Maintenance/repair of plant pumping systems.,4,0,1,0
1210,"Columbia, SC",Lake Murray Water Plant,Plant Production - Raw Water,Raw water flows.,4,4,1,1
1228,"Columbia, SC",Metro WWTP,Plant -Treatment Equipment Maintenance,"Maintenance/repair of non I&C equipment such as valves, meters, chemical feed/storage equipment, pneumatic/hydraulic devices.",4,0,1,0
324,"Beaumont, AB",Infrastructure,Playground and Amenity Maintenance ,"routine inspection, repair and replacement of playground equipment, including the spray park. Routine inspection, maintenance and repair of hardcourt park spaces such as tennis court, pickleball, basketball and skate parks.  Installation and maintenance of park amenities such as gazebos, benches and bike racks. Inspection, maintenance, repair and replacement of lighting feaures on City Parks and Trails. Installation, sanitization and maintenance of parks porta-potties on a seasonal basis. Removal of graffiti and repair and replacement of park surfaces features and equipment.Removal of trash and debris in parks and emptying park trash cans. Routine maintenance, repair and replacement of parks wayfinding signs.",4,1,1,0
156,"Green Bay, WI","60 -  PARKS, REC AND FORESTRY",Playground Facilities ,58 Playground structures that we provide inspections and assessment of equipment and small broken part replacement of playground equipment and installation of new playground structures.,4,4,1,1
1064,Rowlett,Parks and Recreation,Playground Maintenance,Perform playground inspection and maintenance on all City owned playground facilities.,4,0,1,0
