program_id,org,dept,name,description,Safety,safety_coded
685,"Branson, MO",Public Works,Street Trees & Brush Program,"Clean up of debris, brush and trees in city right of way through means of using hand tools, mechanical tools, or by hand.  Also, pick up of brush and limbs during spring and fall clean up events.",0,0
697,"Branson, MO",Utilities,"Rolling Stock Operations, Maintenance & Repair",Maintenance and Repair of Utilities Department Rolling Stock,0,0
724,"Branson, MO",Utilities,Fire Hydrant Painting,Annual painting of determined number of fire hydrants throughout the city system. System consists of approximately 800 hydrants.,0,0
730,"Branson, MO",Utilities,Water Treatment SCADA,"Operation of SCADA (Supervisory Control and Data Acquisition) Communication, monitoring, alarm and control systems for all water treatment plants and ground water wells.",0,0
731,"Branson, MO",Utilities,Treatment Facility Expansion and Improvement Planning,Meadows and Cliff Drive water treatment facility component upgrades and expansions of existing process structures to meet capacity requirements for increasing water demand from growth and development.,0,0
736,"Branson, MO",Parks and Recreation,Pickleball,"Registrations, Coordination of program and facility.",0,0
208,Duluth,Facilities Management,Utility Account Management,"Review various electrical, gas, steam & water/sewer usage for efficiencies (should this be broken out by category?)",0,0
209,Duluth,Facilities Management,Utility Service Locating/Validation and Reduction,"Locate and mark buried electrical, telecommunications, plumbing etc. services for projects or events to prevent accidental interruption of services or danger to those involved.",0,0
573,Duluth,Public Works and Utilities,Utility Vehicle and Equipment Painting,Painting for repair and maintenance of rolling stock and other equipment.,0,0
683,East Lansing,Administrative Services,Graphic Design,Providing graphic design support to all City departments,0,0
686,East Lansing,Administrative Services,Photography,Providing photography services to all City departments,0,0
712,East Lansing,Administrative Services,Records Requests (FOIA Requests),Receive and process requests to inspect city records in accordance with the FOIA laws and city policy,0,0
739,East Lansing,Executive,Regional and Intergovernmental Affairs,"Represent the City in intergovernmental relationships on regional, state and national boards or committees as necessary.",0,0
796,East Lansing,Financial Services,Utility Billing Customer Inquiries and Assistance,Assist and educate customers with questions on their account setup payment arrangements payment plan,0,0
797,East Lansing,Financial Services,Utility Customer Account Billing,Bill all water and wastewater utility accounts Maintain or update billing records as needed,0,0
799,East Lansing,Financial Services,General Customer Inquiries and Assistance,"Provide customer service via phone email and in person, mail handling, yard waste bag/sticker sales and water service inquiries.",0,0
806,East Lansing,Financial Services,Citywide Mail Services,Distribute all incoming mail; post and send all outgoing mail,0,0
808,East Lansing,Financial Services,Delinquent Utilities Account Collection Management,Review delinquent aged water and wastewater accounts Apply liens as appropriate,0,0
809,East Lansing,Financial Services,Parking Customer Inquiries and Assistance,Provide Customer service via phone email and in person,0,0
810,East Lansing,Financial Services,Parking Permit Issuance,Issues parking permits for all the city lots,0,0
838,East Lansing,Fire,Fire Public Records Request and Management,Main point of contact for individual requests and  medical/fire reports and billing questions.,0,0
842,East Lansing,Fire,Honor Guard,"Provide training in order to provide colors for special events, funerals, and when requested.",0,0
940,East Lansing,Library Services,Fundraising,"BBB Annual Fundraiser, Bloomerang, Friends Book Sales, grant writing, community ask letters",0,0
982,East Lansing,Library Services,"Printing, copying and scanning services","Provide equipment and staff expertise to allow for easy printing, copying and scanning",0,0
1011,East Lansing,Parking,Parking Permits,"Issuance, manufacturing and maintenance of proximity card and paper permits",0,0
1012,East Lansing,Parking,Validations and Vouchers,"Issuance, manufacturing, programming, reporting, and collections",0,0
1017,East Lansing,Parking,PARCS Operations,Revenue collection and maintenance for PARCS (Parking Access Revenue Control System) facilities,0,0
1018,East Lansing,Parking,Parking Meters,"Revenue collection, repairs, maintenance of parking meters - single and multi-space",0,0
1019,East Lansing,Parking,Performance Reporting and Analytics,"Bi-annual counts, revenues, budget #s, predictions, expenditures, misc request for data",0,0
1032,East Lansing,"Parks, Rec and Facilities",Hannah Community Center Guest Services,"Program registration, facility payments and rental reservation staffing support, collections for programs and services, Senior program inquiries, phone and general public inquires. Monitoring equipment use, facilitating equipment maintenance contract and coordinating equipment repair. Scheduling and coordination of Hannah facility reservations.",0,0
1043,East Lansing,"Parks, Rec and Facilities",Customer Inquiries and Assistance,Assist customers via telephone computer or walk ins across department.,0,0
1045,East Lansing,"Parks, Rec and Facilities","Boards, Committees, Commissions and Panels Support","Provide support to Parks and Recreation Advisory Commission, Hannah Committee, City Council, Planning Commission as needed.",0,0
1048,East Lansing,"Parks, Rec and Facilities",Public Art Administration,"Monitor compliance with Ordinance 1339 (Public Art Ordinance), RFP's for public art purchases, monitor inventory, facilitate maintenance. Provide support to the Arts Commission and Art Selection Panel. Implement the Cultural Arts Program including the application process, recipient notification, payment processing, and monitoring compliance.",0,0
1056,East Lansing,"Parks, Rec and Facilities",Aquatic Center,"General maintenance, daily cleaning and upkeep, patron safety and administration of admission, concessions, and customer inquires.",0,0
1065,East Lansing,"Parks, Rec and Facilities",Softball Complex,"Field maintenance, landscaping, facility maintenance and cleaning.  Staffing and management of on-site concession sales.",0,0
1092,East Lansing,"Parks, Rec and Facilities",Employee Wellness Program,Engage COEL employees in wellness activities,0,0
1111,East Lansing,"Planning, Bldg and Dev",Property marketing,Market available properties for lease and sale,0,0
1123,East Lansing,"Planning, Bldg and Dev",Property disposition,Guide the disposition of City-owned properties,0,0
1124,East Lansing,"Planning, Bldg and Dev",Property management,Manage the DDA-owned properties,0,0
1160,East Lansing,Police,Grant Writing & Management,Write and manage current grants to ensure compliancy with grant requirements.,0,0
1161,East Lansing,Police,Labor Agreement Management,"Negotiate with bargaining units and handle grievances, memorandums of understanding and arbitration.",0,0
1171,East Lansing,Police,Transcription,Transcribe reports from officers in the field.,0,0
1191,East Lansing,Police,Police Auction,Process vehicles and other equipment for auction.,0,0
1206,East Lansing,Police,Honor Guard,"Train personnel in procedures and participate in memorial, funeral and formal events.",0,0
1314,East Lansing,Dept of Public Works,Non-Payment Tags & Turn Offs/Ons,"Tagging for Non-payment, Turn Offs/Ons for Non-Payment & Private Property Work",0,0
1318,East Lansing,Dept of Public Works,Water Meter Reading,"Read water meters for quarterly,  final billing & high/low consumption",0,0
1416,East Lansing,Seniors,Senior Support Groups Administration,Provide access to various senior related support groups,0,0
1419,East Lansing,Seniors,Space and Facility Rental Management,Provide space for support groups and services,0,0
1473,East Lansing,Police,External Law Enforcement Instructor Services,Provide on-duty instructors to area law enforcement training programs.,0,0
1540,East Lansing,"Planning, Bldg and Dev",Census Coordination & Outreach,Coordinate the 2020 Census Activities,0,0
1552,East Lansing,"Planning, Bldg and Dev",Local Development Finance Authority -  Smart Zone Entrepreneurship Programs & Administration,TIF Capture and Transfer to support LDFA/ SmartZone,0,0
686,Flagstaff,01-015 General Administration City Attorney Division,Public Safety Legal Advice,Provide ongoing legal training to officers on legal issues and developments in the law,0,0
690,Flagstaff,01-015 General Administration City Attorney Division,Claims/Litigation Counsel,"Negotiate, mediate and litigate in-house when able, and as required, any claims by or against the City; may be in conjunction with outside counsel.",0,0
700,Flagstaff,01-011 General Administration City Manager Division,Council Support and Preparation for Public Meetings,"Orchestrate all meetings, agendas and minutes of the governing body and provide research and support to members of the governing body",0,0
707,Flagstaff,01-011 General Administration City Manager Division,Special Projects,"Researching and implementing special projects that support knowledge-based decision-making, benefit the community as a whole and improve governance processes and structures within the City as an organization. Identifying and applying for corporate and foundation funding in support of Council's social equity objective.",0,0
721,Flagstaff,05-Community Development,Property Valuation,"Value assessment of City property and/or private property for the acquisition or disposition of real property, easements, or right-of-way",0,0
778,Flagstaff,07-Economic Vitality,Library Payment Collection & Processing,Accept and process payments made via the cashier's desk and reconcile cash drawers,0,0
795,Flagstaff,07-Economic Vitality,Library Facility Rentals,"Schedule and facilitate meeting space during established rental hours. Arrange for room set up, clean up, and reset.",0,0
810,Flagstaff,07-Economic Vitality,Public Relations and Airport Promotions,"Marketing and media relations, promoting to increase enplanements and public awareness",0,0
831,Flagstaff,07-Economic Vitality,AMTRAK,"Staff work with AMTRAK to help provide exceptional customer service to our train passengers. Additionally, Visitor Services Staff are the liaison for the AMTRAK lease agreement.",0,0
834,Flagstaff,07-Economic Vitality,International Markets,"Programming is budgeted, designed and executed to educate, inspire and motivate travel from the international markets. Key markets include: UK, Canada, Mexico, Germany, France, Australia, New Zealand, China and Japan.  Increasing awareness and visitation from these key markets. Work with travel trade and travel influencers to produce results for Flagstaff. Staff leverage dollars by working with Arizona Office of Tourism and Brand USA (National destination marketing organization).",0,0
855,Flagstaff,01-012 General Administration Human Resources Division,Classification and Compensation Management,"Monitor and maintain city classification system and management of compensation structure to ensure compensation program is internally equitable and externally competitive to attract and retain qualified staff within the financial capabilities of the CoF,  Conduct periodic benchmark studies to maintain current, competitive data; recommend adjustments as identified.  Manage and implement compensation changes as approved.  Recommends pay policies and practices that are equitable, consistent and competitive.  

Administer and manage the city's new personnel and Personnel Change Requests as part of the midyear and fiscal year process in partnership with Finance. 

Administer contracts for City Manager, City Attorney and Magistrates.",0,0
876,Flagstaff,02-Management Services,Accounts Payable Processing and Maintenance,"Pay outstanding invoices, issue 1099s and unclaimed property processing. Oversight and reporting of asset forfeiture and equitable sharing funds.",0,0
878,Flagstaff,02-Management Services,General Ledger Maintenance and Reconciliation,"Maintain general ledger accounts, prepare journal entries,  review accounts, account reconciliations and bank reconciliations",0,0
879,Flagstaff,02-Management Services,Payroll Processing and Reporting,Process payroll and related reporting,0,0
880,Flagstaff,02-Management Services,Debt Planning and Management,"Plan, issue and manage the debt and related reporting",0,0
899,Flagstaff,02-Management Services,Mail/Copy Center Operations,Manage the copy center and mail system,0,0
945,Flagstaff,06-Public Works,City Fuel Inventory/Station & Wash Rack Management,"Fuel Purchase and billing, fuel management software administration. Fuel station and wash rack maintenance",0,0
1013,Flagstaff,06-Public Works,Non-Regulatory Markings,Install Non-regulatory markings and symbols,0,0
1137,Flagstaff,08-Water Services,Non-Ranking Debt Service & Capital Funds,Program to  identify revenue funds applied to debt service and capital projects across all Water Services Sections. This captures all four Enterprise funds.,0,0
870,"Fort Saskatchewan, AB",Public Works,Cemetery Operations,"Maintain cemetery turf and infrastructure. Process requests to access sites, sale of plots and services. Open and close sites and provide access to columbarium areas. Manage cemetery expansion through the Cemetery Master Plan. Maintain records. Manage and operate in accordance with the Cemetery Bylaw and Cemeteries Act.",0,0
875,"Fort Saskatchewan, AB",Public Works,Tree and Shrub Maintenance and Horticulture,"Inspect and maintain shrub beds, newly planted trees, all boulevard trees, park trees, highway buffer trees, River Valley trees and annual City flower program. Respond to tree and plant damage caused by extreme weather conditions. Perform tree removal and stump treatment/removal. Manage the annual tree replacement program. Review Area Structure Plan. Inspect new development at Construction Completion Certificate (CCC) and prior to Final Acceptance Certificate (FAC) is issued. Apply prioritization schedules in relation to areas, functions, trees/plants and weather conditions. Answer and address public requests and complaints.",0,0
901,"Fort Saskatchewan, AB",Utilities,Waste Collection Events,"Collect additional waste such as large items (furniture and appliances), extra yard waste, and Christmas trees from residential and multi-unit properties.  This also includes the Toxic Roundup event where residents may drop off hazardous household waste and electronics at the Public Works Yard so they will be disposed of in a safe, environmentally friendly way.",0,0
909,"Fort Saskatchewan, AB","Fleet, Facilities and Engineering",Lot Grading Program,"Review Plot Plans, Rough and Final Grade Certificates for new homes, ensuring that grading meets the requirements of the approved Subdivision Grading Plan.",0,0
910,"Fort Saskatchewan, AB","Fleet, Facilities and Engineering",Service Inspections,Permit and inspect Water / Sewer private lot installations to City services for all new homes ensuring compliance with City Standards.,0,0
923,"Fort Saskatchewan, AB",Planning and Development,Regional Planning and Intermunicipal Collaboration,Representing the City at the Edmonton Metropolitan Regional Board (EMRB) and its various committees.  The EMRB is a Provincially mandated Growth Board.  Implementing regional policy into the City's statutory planning documents. Collaborate with neighbouring municipalities on the development and implementation of intermunicipal collaboration agreements.,0,0
927,"Fort Saskatchewan, AB",Economic Development,Business Retention,Recognize the vitally important role that our local business community plays in our economy and provide support to help them overcome challenges and achieve success.  Work collaboratively with the business community to implement mutually-beneficial communications practices so we understand the barriers and obstacles they face and provide them timely and relevant information as well as solutions.  Build productive relationships and oversee support programs that assist business owners.,0,0
928,"Fort Saskatchewan, AB",Economic Development,Business Attraction,"Promote opportunities for business (commercial/retail) and industry to start, locate, and expand operations within the City. Develop informed messaging that demonstrates why the City would be a prime location for their facility/business and target that messaging to sectors and businesses to assist them in location decisions. Maintain regular contact with prospective companies/businesses; establish the department as a trusted confident and source of relevant and reliable information; liaison between prospective companies/businesses and City departments to facilitate a smooth development process.",0,0
929,"Fort Saskatchewan, AB",Economic Development,Business Licensing and Economic Data Management,"Administer the business licence process and bylaw; gather, maintain and analyze information on the local business community; implement electronic tools such as the online licence portal and Client Resource Management systems to allow for efficient collection and management of business related data; conduct regular studies on various aspects of the City's economic sectors and conditions to inform policy decisions, business support efforts, and attraction activities.",0,0
931,"Fort Saskatchewan, AB",Economic Development,Regional Economic Initiatives Support,Maintain and upkeep memberships in both Alberta's Industrial Heartland and Edmonton Global; participate in and support the initiatives of these organizations as it relates to attracting investment to the City and region; provide guidance and information to guide policy and activity development.,0,0
932,"Fort Saskatchewan, AB",Economic Development,Downtown Enhancement,Gather information from stakeholders; provide guidance on initiatives and activities to support and encourage further development downtown; provide ongoing support to existing downtown businesses; attract more people downtown to support the business community; increase density downtown; identify strategic initiatives to support downtown development.,0,0
938,"Fort Saskatchewan, AB",Culture and Recreation Services,Indoor Field,"Operate one boarded indoor turf sports field for user groups to rent for their various leagues, practices, warm-up for dance, tournaments and competitions. The field is also used for numerous drop-in activities, recreational programs as well as fitness & wellness programs.  In addition, the turf can be covered to provide a hard surface space for tradeshows and special events throughout the year.",0,0
941,"Fort Saskatchewan, AB",Culture and Recreation Services,Gymnasium and Flex Hall-Rentals/Programs,"Operate one recreational gymnasium, complete with a divider curtain that allows for two separate courts, for user groups to rent for their various leagues, practices, tournaments and competitions and the public to rent.  The gymnasium is also used for drop-in activities, recreational programs as well as fitness & wellness programs. In addition, the gymnasium provides a hard surface space for special events throughout the year.  Also, operate one specialized hall, complete with a sprung, fully matted floor. The Flex Hall is rented throughout the year by individuals and recreation community groups such as Judo. The Flex Hall is programmed for various drop-in classes and registered programs that require a low-impact surface.",0,0
942,"Fort Saskatchewan, AB",Culture and Recreation Services,Gymnasium and Flex Hall-Spontaneous Use,"Operate one recreational gymnasium at the Dow Centennial Centre, complete with a divider curtain that allows for two separate courts, to provide numerous spontaneous use opportunities. The Flex Hall is a unique space which provides users with a matted, sprung floor, ideally designed for low impact programming as well as yoga classes.",0,0
944,"Fort Saskatchewan, AB",Culture and Recreation Services,Facility Bookings,"Facility Bookings is responsible for scheduling and booking all facilities across multiple departments within the City. Booking requests include indoor surfaces, ice, weddings, funerals, social events, meetings, conferences and training sessions. City rental spaces include: Community Hall, West Rivers Edge (WRE), Golf and Curling Club, and the Picnic Shelter.  Taurus Field, baseball diamonds, soccer fields, as well as other outdoor bookable spaces are also booked through Facility Bookings.",0,0
946,"Fort Saskatchewan, AB",Culture and Recreation Services,Aquatics-Rentals,"Offers a zero depth entry pool with 6 lanes. Amenities in the facility include dry sauna, a whirlpool, warm pool, spray features, zero depth bay area, Tarzan rope, slide, and diving board. Booking a party package also allows the use of the inflatable in the deep end. The pool also offers a multi-purpose room that can be booked in addition to the pool or separately.",0,0
947,"Fort Saskatchewan, AB",Culture and Recreation Services,Aquatics-Spontaneous Use,"Provide lane swim, public swim, family swim, and drop-in aqua fitness programs to suit the interests and needs of all ages and abilities.",0,0
949,"Fort Saskatchewan, AB",Culture and Recreation Services,Taurus Field,"Operate one full-sized, FIFA standard, outdoor synthetic turf sports field, complete with change rooms, public washrooms, athletic therapy room, concession, grandstand seating, lights and a press box for area user groups to rent for their various leagues, practices, tournaments and competitions.",0,0
984,"Fort Saskatchewan, AB",Culture and Recreation Services,Theatre and Performing Arts Centre-Rental,"Manage the rental of the theatre and the Dow Centennial Centre by promoters, community groups, dance school, conferences, sports groups, and more.",0,0
985,"Fort Saskatchewan, AB",Culture and Recreation Services,Art Galleries and Public Art Program,Curate the Alberta Lottery Fund Art Gallery and the City Hall Art Nook. Curate and coordinate the City's Public Art Program.  The City Hall Art Nook and the Alberta Lottery Fund Art Gallery features local and regional artists. The Public Art Programs creates a sense of place and community. It brings beauty and arts to all areas of the City for people to enjoy.,0,0
988,"Fort Saskatchewan, AB",Culture and Recreation Services,Fort Heritage Precinct Public and School Programs,Coordinating and instructing curricular programming for regional elementary schools. Coordinating and contracting instructors for public programs at the Fort Heritage Precinct.,0,0
990,"Fort Saskatchewan, AB",Culture and Recreation Services,"Tourism Advertising, Education and Visitor Information","Coordinate the City's tourism advertising program, tourism education initiatives, and visitor information at the Dow Centennial Centre and Fort Heritage Precinct.",0,0
991,"Fort Saskatchewan, AB",Culture and Recreation Services,Sheep Grazing Program,Manage and promotion of the sheep grazing program.,0,0
992,"Fort Saskatchewan, AB",Culture and Recreation Services,Volunteer Management,"Manage, recruit and support volunteers at the Shell Theatre, Fort Heritage Precinct, and Special Events.",0,0
993,"Fort Saskatchewan, AB",Culture and Recreation Services,Ticketing Services Coordination,Providing ticketing services for events both City and public events throughout the community at different City venues.,0,0
1627,"Fort Saskatchewan, AB",Family & Community Support Services,Community Events,"Coordinating and delivering annual City led events, such as, Active Living Expo and Youth Fest. This would also include partnering with other human service agencies to deliver community events to the public.",0,0
1628,"Fort Saskatchewan, AB",Family & Community Support Services,Home Support,"Home Support Services provides subsidized practical, in-home support services to individuals and families. Assistance is provided on an on-going basis to seniors and those with chronic medical conditions requiring assistance for their housekeeping needs. The provision of Home Support Services enables individuals to retain and/or improve their quality of life by enhancing independent living, reducing isolation and promoting a safe, quality home life. Cost of service is determined on a sliding fee scale.",0,0
1630,"Fort Saskatchewan, AB",Family & Community Support Services,Counselling Services,"The FCSS Counselling Program is an affordable, professional service designed to address short-term counselling needs and focuses on resolving client concerns. Counsellors use solution focused, cognitive behavioural approaches to assist clients in meeting their counselling goals. Cost of service is determined on a sliding fee scale.",0,0
1632,"Fort Saskatchewan, AB",Family & Community Support Services,Youth Support Programs,"Short- term solution focused support to identify goals in order to address issues in a number of areas, such as, emotional, relational, behavioral, parenting challenges and mental health.  Support and advocacy in an outreach capacity to youth and families at risk. Resource for local youth and family programs. Support for teens to pursue areas of leadership, community opportunities, education, life skills, and social events.",0,0
1633,"Fort Saskatchewan, AB",Family & Community Support Services,Information and Referral,"Provide information and referral to existing clients, as well as, the general public to the appropriate social serving programs and agencies based on level of need and urgency of issue.",0,0
1634,"Fort Saskatchewan, AB",Family & Community Support Services,Volunteer Engagement,"Recruit, screen, train, support and provide recognition to volunteers assisting with FCSS led programs and events.",0,0
1635,"Fort Saskatchewan, AB",Family & Community Support Services,FCSS Grants to Non-Profit Organizations,Provide financial support to non-profit organizations that are delivering a program or event that is preventive in nature and enhances the social well-being of individuals and families through prevention or intervention strategies provided at the earliest opportunity.,0,0
1668,"Fort Saskatchewan, AB",Legislative Services,Assessment Review Board,"Coordinate and provide support for the legislated Assessment Review Board (ARB) hearings, ensuring the principles of natural justice are carried out. Liaise with the Capital Region Assessment Services Commission (CRASC) on the coordination of any necessary ARB hearings.",0,0
1669,"Fort Saskatchewan, AB",Legislative Services,Subdivision and Development Appeal Board,"Coordinate and provide support for the legislated Subdivision and Development Appeals Board (SDAB) hearings, as required by the Municipal Government Act, and ensuring the principles of natural justice are carried out. Coordinate training for SDAB members and Administration, and liaise with SDAB members, Administration, and the public on the processes for hearings.",0,0
1671,"Fort Saskatchewan, AB",Legislative Services,Census,"Oversee all aspects of conducting the municipal census, as per legislation. Ensure required data and reports are available to City Administration and the public to assist with future planning and program development.",0,0
1674,"Fort Saskatchewan, AB",Legislative Services,Freedom of Information and Protection of Privacy (FOIP),"Oversee the provision of the City's Freedom of Information and Protection of Privacy (FOIP) program, ensuring the City remains compliant with the FOIP provincial legislation. Provide assistance to the public and Administration for access to information and privacy-related questions.",0,0
2236,"Fort Saskatchewan, AB",Culture and Recreation Services,Community Support,"The City provides support to local recreation organizations to grow and develop. This work involves collaboration with community partners and user groups.  This also includes working with local, non-profit organizations who desire to add a new facility, specialized amenities, or enhance existing infrastructure through the City's Community Initiated Projects (CIP) application process.",0,0
2242,"Fort Saskatchewan, AB",Planning and Development,Development Agreements,"Negotiation of Development Agreements to create a legal contract with developers outlining the terms and conditions (financial, obligatory and otherwise) which must be met as a condition of the development.",0,0
2244,"Fort Saskatchewan, AB",Planning and Development,Encroachment Agreements,"Through inspections, monitoring and enforcement and other remedies, administer encroachments of development/improvements onto City owned lands and rights of way.",0,0
2246,"Fort Saskatchewan, AB",Planning and Development,Joint Land Use Planning Agreement,"Joint use agreements are partnerships between the City of Fort Saskatchewan and the Public and Catholic School Boards. They are meant to provide access to school facilities for different community purposes. They also assist in guiding the planning, assembly, design, and maintenance for sites for school and park purposes; and provides a framework for decision making related to surplus reserve and non-reserve sites.",0,0
2252,"Fort Saskatchewan, AB",Planning and Development,Subdivision Application Review,"Processing and reviewing subdivision applications. A subdivision typically creates a new parcel or parcels of land. Subdivisions are reviewed based on the direction provided by the Municipal Government Act, the Municipal Development Plan, other statutory plans, the Land Use Bylaw and application of municipal policy. This is where the policy direction of the higher level planning documents are implemented.",0,0
2254,"Fort Saskatchewan, AB",Legislative Services,Elections,"Oversee all aspects of municipal elections, by-elections and questions, as well as elections for the public and separate school board trustees, as required by the Municipal Government Act. Ensure all legislated processes are followed.",0,0
2268,"Fort Saskatchewan, AB",Financial Services,Utility Billing Services,Manage billing processes ensuring proper collection and recording of all utility revenues; process meter reads; generate and distribute bills; process payments; maintain customer accounts; collect outstanding amounts; review consumption data and perform follow up procedures; manage service disconnections and reconnections; administer monthly instalment program; provide customer service; respond to queries.,0,0
2273,"Fort Saskatchewan, AB",Culture and Recreation Services,Theatre and Performing Arts Centre-Series,"Curate, promote, coordinate, host and operate the Shell Theatre season.",0,0
2402,"Fort Saskatchewan, AB",Culture and Recreation Services,Indoor Ice Arenas,"Operate indoor ice surfaces at the Dow Centennial Centre, Jubilee Recreation Centre Arena and the Sportsplex Arena for recreation community groups to rent for various leagues, practices, tournaments and competitions.  The ice is available for drop-in opportunities such as public skating, shinny hockey, puck and play and family skills and drills.",0,0
2403,"Fort Saskatchewan, AB",Culture and Recreation Services,Indoor Dry Surface Arenas,"Operate indoor arena pad dry surfaces at the Dow Centennial Centre, Jubilee Recreation Centre and the Sportsplex Arena for user groups to rent for various leagues, practices, tournaments and competitions.  The surfaces are used for rentals and indoor sports such as lacrosse, ball hockey and roller derby.  The surface at the DCC is also used for six weeks of the year for the annual tradeshow.  There are no registered programs or drop-in programs on the dry surface.",0,0
2405,"Fort Saskatchewan, AB",Economic Development,Leases and Licenses - For-Profit,Lease revenue and operating costs for City property which is leased or licensed to for-profit organizations.  For-profit organizations aim to earn profit through their operations and therefore pay 'market rent' (as per City Property Leasing & Licensing Policy FIN-005-C).,0,0
2407,"Fort Saskatchewan, AB",Culture and Recreation Services,Childminding Services,Childminding in the Dow Centennial Centre offers childcare for those using the facility.,0,0
2409,"Fort Saskatchewan, AB",Culture and Recreation Services,Truth and Reconciliation,"The City of Fort Saskatchewan is committed to Truth and Reconciliation. The City recognizes the need to support all Indigenous communities, understand the truth of Canada�s colonial history, and celebrate and uplift Indigenous voices, culture, and tradition.",0,0
705,"Fort Saskatchewan, AB (Capital)",Aquatics Planning / Construction,Aquatics Planning / Construction,The 2015 Recreation Facility & Parks Master Plan Update and the 2020 Indoor Recreation Facility Planning report identified a new Aquatics Centre to be located at the Dow Centennial Center.  Public engagement was completed in 2021 to determine the full scope and timing of this project.,0,0
717,"Fort Saskatchewan, AB (Capital)",Fort Centre Park - Phase 1,Fort Centre Park - Phase 1,"The Fort Centre Park Master Plan Update was completed in April 2020, providing the vision for a regional park in the mostly undeveloped 40 hectares of open space on the lower terraces between the Highway 15 bridge and the Fort Heritage Precinct.  The plan recommends that development take place in two phases.  Phase 1 is a 4-year project and focuses on trail development, establishing a strong interpretive program, as well as restorative measures to further naturalize the site. Proposed pond basins would be completed as part of the Highway 15 bridge redevelopment project.",0,0
724,"Fort Saskatchewan, AB (Capital)",New 5 Ton Tandem Truck and End Dump Trailer,Fleet Addition - 5 Ton Tandem Truck and End Dump Trailer,"The purchase of tandem truck and end dump trailer for more efficient hauling of street sweepings for disposal, composting materials offsite, hauling snow and other materials.",0,0
727,"Fort Saskatchewan, AB (Capital)",New Arena DCC Planning /Construction,New Arena DCC Planning /Construction,The 2015 Recreation Facility & Parks Master Plan Update and the 2020 Indoor Recreation Facility Planning report identified a new Community Arena to be located at the Dow Centennial Center.  Public engagement was completed in 2021 to determine the full scope and timing of this project.,0,0
734,"Fort Saskatchewan, AB (Capital)",Paving at Dog Park and Dow Fields,Paving at Dog Park and Dow Fields,"The dog park was identified in the 2015 Recreation Facility & Parks Master Plan Update and was opened in 2016. The park has seen an increase in local and neighbouring residents because of the amenities offered. This project consists of paving the access roads and parking lots to the dog park and Dow fields located in the West River's Edge area. �The current access roads and parking lots are a dirt base with gravel that has been built up and maintained with asphalt millings as well treated with calcium to reduce dust. �Because of the structure and the traffic, potholes are common during high moisture events. �The road cannot be repaired until the weather cooperates which can inconvenience dog park users. The paving of the roads and parking lots will make access to these amenities more convenient to users. �It will reduce mud and dust which will in turn reduce maintenance costs and concerns from residents.",0,0
755,"Fort Saskatchewan, AB (Capital)",Fleet Addition - Steep Slope Mower and Trailer,Fleet Addition - Steep Slope Mower and Trailer,"The purchase of a remote-controlled mower capable of mowing up to a 50-degree slope will allow the City to provide the standard level of service around storm ponds and parks areas.  It will assist in the control of noxious weeds, as crews will be able to better control weeds growing in areas currently inaccessible.",0,0
762,"Fort Saskatchewan, AB (Capital)",Fort Centre Park Phase II,Fort Centre Park - Phase 2,"The Fort Centre Park Master Plan Update was completed in April 2020, providing the vision for a regional park in the mostly undeveloped 40 hectares of open space on the lower terraces between the Highway 15 bridge and the Fort Heritage Precinct.  The plan recommends that development take place in two phases.  Phase 2 focuses on trail enhancements, a paved access road and parking, bookable picnic shelters, court sports, a multi-purpose building, paddle sports area with removable summer dock, nature play area, wildlife viewing and interpretive tower, and pond skating.",0,0
769,"Fort Saskatchewan, AB (Capital)",New Columbarium,New Columbarium,"2017 Cemetery Master Plan identified the need for an additional columbaria space for approximately 88 niches. This project will install two columbarium units on a concrete pad. The units will provide 48 niches each, increasing the City�s inventory to 148 niches.",0,0
771,"Fort Saskatchewan, AB (Capital)",Fleet Addition - Toolcat with Bucket,Fleet Addition - Toolcat with Bucket,"The toolcat with a bucket is a versatile utility vehicle at the transfer station site. The vehicle will provide mobility to staff and the capacity to move items around the site. In addition, it will support general maintenance for site cleaning and snow and ice control on access, scale, ramps and nearby bins.",0,0
1382,Jefferson,County Clerk,Ballot and Election Programming,Ballot layout for all polling places and offices (software programming),0,0
1384,Jefferson,County Clerk,Candidate Certification and Campaign Finance filing,Candidate Certification/WisVote entry for countywide and school offices/candidates,0,0
1385,Jefferson,County Clerk,Conservation Sales,Sale of all State of Wisconsin Conservation Licensing-GO WILD Program.  Journal and report Department of Natural Resources fees.,0,0
1386,Jefferson,County Clerk,County Canvass and Reporting,Election Canvass and WisVote reporting-perform recounts as ordered.,0,0
1387,Jefferson,County Clerk,Dog Licensing,"Provide printed forms, reports, listings of all dog related records, administer dog license account.   Publish notices as required by law.  Order tags from State, determining quantities, distribution and maintain records for municipal treasurers.  Collect and calculate dog lister fees.  Collect and calculate municipal dog license fees. and return dog paybacks.  Pay State Treasurer share.",0,0
1389,Jefferson,County Clerk,Domestic Partnerhips Terminations (DP),Termination of same sex legal documents.,0,0
1396,Jefferson,County Clerk,Marriage Licenses (ML),"Prepare ML application, worksheet/license using the State web based system, SVRIS.  Review and determine sufficiency of applicant's documents or help obtaining proper documentation, working with couples to schedule with officiants, judges, court commissioner.  Maintain ML docket.  Provide and keep current information both brochures and website.",0,0
1397,Jefferson,County Clerk,Notary Public Serivce,Provide in-house and public notaries.,0,0
