id,org,dept,name,description,Mandate,bin
1143,"Monroe, OH",CITY COUNCIL,City Council Appointments,"Appoint members as appropriate to those groups, and participate as a Council representative where appropriate",2,1
1159,"Monroe, OH",CITY MANAGER'S OFFICE,City Council Engagement,"Engaging with City Council, including advising them and informing them on operations and affairs of the City.  This includes the dissemination of a weekly City Manager's Report and other updates as needed.",2,1
1887,Flagstaff,05-Community Development,City Council Meetings,Preparation and attendance at City Council meetings,2,1
951,Ferndale,City Manager,City Council Strategic Plan,"City Manager facilitates and implements the City Council strategic plan. The strategic plan includes Council's vision, mission, core values, and guiding principles. Initiatives are updated on a biennial basis. Initiatives are organized and tracked using Envisio and Microsoft Teams.",2,1
1967,"St Albert, AB",Community Services,City Delivered Events,The coordination and delivery of events to the community.,2,1
1352,SouthJordan,Public Works,City Facilities Garbage and Recycling,Hauling and tracking of greenwaste and yard debris generated from Public Works operations. Oversee the contracted vendor responsible for pick-up and hauling of recycling dumpsters at City facilities,2,1
933,Flagstaff,06-Public Works,City Facilities Security and Access Control,Control of electronic access and video surveillance of assigned property. Provide equipment and employee identification badges for access to city facilities,2,1
1287,"Lees Summit, MO",Central Building Services,City Facility Access Control Management,Provide equipment and employee identification badges for access to city facilities,2,1
1198,Tulsa,Asset Management,City Facility Repairs,Complete all types of maintenance and repairs at city facilities,2,1
1198,Tulsa Test Liz,Asset Management,City Facility Repairs,Complete all types of maintenance and repairs at city facilities,2,1
1185,Tulsa,Asset Management,City Fleet Fuel Station Management,Manage fuel keys and fuel usage by city departments. Manage fuel acquisition and distribution.,2,1
1185,Tulsa Test Liz,Asset Management,City Fleet Fuel Station Management,Manage fuel keys and fuel usage by city departments. Manage fuel acquisition and distribution.,2,1
1186,Tulsa,Asset Management,City Fleet Maintenance and Repair,Fleet maintenance and repairs for all city vehicles,2,1
1186,Tulsa Test Liz,Asset Management,City Fleet Maintenance and Repair,Fleet maintenance and repairs for all city vehicles,2,1
697,"Riverside, CA",City Council,City Governance and Decision Making,Establish City policy and provide leadership and guidance to Boards and Commissions appointed by the City Council.,2,1
1059,"Lethbridge, AB",Regulatory Services,City Hall Security,"Provide administrative direction and relief coverage for City Hall Security under contract.  Review, monitor and investigate concerns captured on closed circuit television (CCTV) surveillance system at City Hall.",2,1
1148,"Monroe, OH",CITY COUNCIL,City Manager Oversight,The City Manager reports to and takes direction from the City Council.  The City Council provides direction to the City Manager and evaluates her/his performance.,2,1
1038,Ferndale,IT,"City network, and infrastructure systems support","Configure and Maintain network switches, routers, firewalls, and wireless access points and implement security policy,  Control access via Virtual Private Network (VPN) Connections and configure connection with remotely hosted and accessible servers. The program also includes asset management.",2,1
1505,"Branson, MO",Legal,City Officer Representation,"Represent the City, its officers and staff regarding issues within the scope of their duties in matters before the state and federal courts.",2,1
731,East Lansing,Executive,City Operations Oversight and Management,"Service as chief executive officer of the City including staff meetings, program oversight and coordination of scheduling.",2,1
996,Longmont,Shared Services,City Produced Special Events,"Review and take applications and fees for City Produced special events and other use of public places requests as outlined in the municipal code, route same to review staff, coordinate traffic control meetings, communicate with applicants, coordinate information requests, review staff comments, issue permits, do post event follow up with staff",2,1
474,Longmont,Public Safety,City Produced Special Events - Police,Special events in which a Use of Public Places Permit (UOPP) and/or an Alcohol on Public Places Permit (AOPP) is required and for which the City spends resources to produce.Â ,2,1
1349,East Lansing,Dept of Public Works,City Recycling Collection,"Collect and manage recyclables from residents curbside, drop off site, Recycle! East Lansing, and City facilities",2,1
2699,Littleton,City Manager,City Strategic Planning and Development,"Development & Implementation: Ongoing monitoring of City Strategic Action Plan implementation, oversight/preparation of updates to City Council; communication with departments/employees.  Operational Planning - Oversight & Coordination: oversight of department strategic and operational plan development; alignment with City direction; CMO Department plan development.",2,1
6925,Littleton,Community Services,City website and digital transformationÂ ,"Provide expertise and active assistance to current and future City website development efforts. Work with IT and other departments, provide information and expertise to ongoing and future projects pertaining to new ways of working (digitally) throughout the City of Littleton.Â ",2,1
193,Roswell,70 - Police,City-Initiated Community Events,Special Events initiated by the City of Roswell,2,1
255,Roswell,80 - Environmental Public Works,City-Sponsored Special Event Support,ENV PW Dept support/resources expended to support outside special events approved by M&CC for sponsorship  Typically sanitation resource support,2,1
1525,Meridian,Finance,Citywide Fee Management,Review new/ existing fees before resolution and adoption and manage Fee updates and the annual calendar,2,1
2123,Littleton,City Attorney,Citywide Projects Support,Participate in matters directed at the management and administration of the city as an organization and other special projects that may come up that require citywide coordination and legal support,2,1
326,"Branson, MO",Human Resources,City-wide Risk Management Evaluation,Maintaining a reserve to cover the expense for evaluating potential risks of facilities and operations city-wide.,2,1
984,"Columbia, SC",Police Department,Citywide Security Camera Initiative,"Surveys locations, manages billing and implements the installation and monitors the quality control of leased camera placement through the City",2,1
811,"Strathcona County, AB",Infrastructure and Planning Services,Civic Addressing and Naming,Assign civic addressees for all properties in Strathcona County and maintain the corporate addressing database. Administer the Municipal Policy on naming and provide recommendations to Council for their consideration.,2,1
844,"Strathcona County, AB",Community Services,Civic Engagement,"Engage, convene citizens with multiple perspectives, mobilize networks and catalyze community engagement to spark ideas and ignite change at a community level. Bringing community members together to take collective action, generate solutions to social issues and realize new opportunities. Key areas of work include community engagement, participatory communities (i.e. community leagues) and community development.",2,1
376,"Green Bay, WI",14 -  LAW,Civil - Administration,"Attorneys advise departments, department directors and staff on all legal issues that arise from city operations and transactions.
",2,1
8,Duluth,Attorney's Office,"Civil - advise city council, boards and commissions","Provide legal support and advice to city council, boards and commissions.",2,1
6,Duluth,Attorney's Office,Civil - advise city departments and administration,"Attorneys advise departments and administration officers and staff on all legal issues that arise from city operations. Prepare contracts, deeds, and other legal instruments.  Advise clients on transactions involving the city.",2,1
4,Duluth,Attorney's Office,Civil - legislative,Prepare ordinances and resolutions for the city administration and city council. Advise clients on city council legislative matters.,2,1
956,"Riverside, CA",City Attorney,Civil Litigation,"Defend and/or initiate City's interest in litigation, collections, mediations arbitrations, trials; legal research and opinions",2,1
1688,SouthJordan,City Attorney,Civil Litigation,Performing risk management and litigation for claims against the city.,2,1
1897,Flagstaff,01-011 General Administration City Manager Division,Civil Rights,Manage engagement and compliance with Civil Rights and anti-discrimination ordinance. Coordinate with Human Rights Campaign on annual Municipal Equality Index Scorecard.,2,1
1389,"Pittsburgh, PA",LAW,Claims Administration,"Analyze and process claims brought against the City, including real property and vehicle claims.",2,1
369,"Green Bay, WI",14 -  LAW,Claims Investigation and Insurance Management,Conduct investigations and process claims for legal action for and against the City. Manages general liability policies. ,2,1
1164,SouthJordan,Administrative Services,Claims Management,"Managing third party claims, workers comp, and insuring city property",2,1
1502,"Branson, MO",Legal,Claims Management and Litigation,Monitor all claims and proceed with litigation as necessary.,2,1
327,"Branson, MO",Human Resources,Claims Processing,Working as the point-of-contact for the City with its broker regarding its property casualty insurance policies.,2,1
1666,Meridian,Parks and Rec,Classes & Camps (Contracted),Classes and camps administered by city staff and run by contracted instructors,2,1
1665,Meridian,Parks and Rec,Classes & Camps (Internal),Classes and camps organized and run by city staff,2,1
36,Roswell,10 - Administration,Classification & Pay Plan Administration,"Development and maintenance of job descriptions. Benchmarking job descriptions and pay grades against comparable positions/agencies and labor market. Development and maintenance of the citywide salary plan.  Implementation of pay adjustments, COLAs or performance based salary increases.",2,1
1028,"Fort Saskatchewan, AB",People Services,Classification and Compensation,"Creates the overall compensation structure. Participates in and creates/conducts salary surveys and analyzes data to make recommendations on salary structure, market adjustments & cost of living adjustments. Ensures competitive compensation while maintaining internal and external equity. Creates and manages the job evaluation system to classify jobs according to specific competencies and responsibilities. Ensures fair and transparent processes for review of jobs and explaining decisions to management and employees.",2,1
855,Flagstaff,01-012 General Administration Human Resources Division,Classification and Compensation Management,"Monitor and maintain city classification system and management of compensation structure to ensure compensation program is internally equitable and externally competitive to attract and retain qualified staff within the financial capabilities of the CoF,  Conduct periodic benchmark studies to maintain current, competitive data; recommend adjustments as identified.  Manage and implement compensation changes as approved.  Recommends pay policies and practices that are equitable, consistent and competitive.  

Administer and manage the city's new personnel and Personnel Change Requests as part of the midyear and fiscal year process in partnership with Finance. 

Administer contracts for City Manager, City Attorney and Magistrates.",2,1
1309,Jefferson,Human Resources,Classification and Compensation Management,Monitor and maintain county classification review reclassification requests temporary duty assignments new position requests and management of compensation structure,2,1
1290,"Lees Summit, MO",Human Resources,Classification and Compensation Management,"Maintain the city's pay and classification plan.  Update job descriptions for existing and  new positions.  Manage the annual salary increase process for budget constraints, pay equity and market competitiveness.  Adhere to FLSA; pay equity standards and DOL regulations",2,1
1803,Jefferson,Planning and Zoning,Clean Sweep Events,"Plan, coordinante, administer Clean Sweep Events for the County",2,1
477,Duluth,Public Works and Utilities,Clean Water Lateral Grants,Grants for private property owners to replace failing lateral lines that connect to sewer mains.,2,1
784,"Columbia, SC",Parks,Cleaning and Sanitation Supplies,"Supplies for cleaning all community centers/buildings. Specifically during rentals, programs, festival/concerts and other events. Also includes graffiti remover.",2,1
1056,"Columbia, SC",Forestry and Beautification,Clear Sight Obstructions,Public safety concern,2,1
253,UnifiedGov,Neighborhood Resource Center,Clearance and Demolition,"Promotes the safety of the community through razing of blighted structures that are hazardous, abandoned and/or structurally unsound",2,1
1965,"St Albert, AB",Recreation and Parks,Client Services,"Provision of assistance, advice, resources and transactional support to visitors and users of community and recreation amenities, facilities, and parks.",2,1
1059,Ferndale,Community & Economic Development,Climate Action Plan (CAP) Implementation,"The Climate Action Plan (CAP) outlines strategies to reduce greenhouse gas (GHG) emissions in Ferndale, including measurement of results. Since 2017, the City has implemented a variety of sustainability strategies, including GHG reduction. The city is working on conducting their first official GHG emission inventory. In support of sustainability the city participates in reporting (Michigan Green Communities Challenge), organizations (ICELI, USDN), completes special projects (e.g., EV charging and solar arrays), supervises volunteer and fellowship activities, provides public information and administers grants.",2,1
757,"Lethbridge, AB",Community Social Development,Clothing Charities Tipping Fee,The grant is allocated to clothing charities who collect clothing to assist persons in need. This funding offsets the landfill tipping fee for the disposal of material unsuitable for public distribution.,2,1
4855,San Juan County,INFORMATION SYSTEMS,Cloud Web Administration and Support,Support of all cloud and web resources and applications,2,1
2656,"Addison, TX",Information Technology,Cloud Web Support,Support of all cloud and web resources and applications,2,1
783,"Fort Saskatchewan, AB (Capital)",Clover Park Bridge Replacement 2,Clover Park Bridge Replacement,Municipal assets are essential to providing services critical to the every-day lives of citizens.  The City allocates funds to reserves to meet future capital expenditure requirements to ensure the scheduled lifecycle replacement of the City's assets.  This project plans for the replacement or refurbishment of a municipal asset.,2,1
739,"Washington County, WI",Planning and Parks,Clubhouse and Golf Buildings Maintenance,"Golf staff along with other county staff and private contractors perform regular maintenance and repairs on the Clubhouse, two large maintenance buildings, two open shelters, and an enclosed pump house.",2,1
95,Longmont,Community Services,Clubs,Up to 20 member clubs meet at the facility on an ongoing basis. This a required use in the deed of trust. Clubs pay an annual fee to use the house.,2,1
1131,East Lansing,"Planning, Bldg and Dev",Code amendments,"Updating housing code and codes related such as litter,noise, zoning, density issues",2,1
696,East Lansing,Administrative Services,Code and Ordinance Codification,Ensure that laws enacted by ordinance of the Governing Body are timely and accurately codified in the municipal code,2,1
362,Roswell,30 - Community Development,Code and Specifications Management,"Maintenance of online adopted city codes and construction specifications, and management of code modifications and text amendments.  Building - Code of Ordinances
Code Enforcement - Code of Ordinances
Engineering - Unified Development Code, Code of Ordinances, Construction Specifications
Planning and Zoning - UDC on Municode, City Code, Design Guidelines",2,1
93,"Boise, ID",Finance and Administration,Code Compliance,"Code Complianceâ€™s mission is to enhance the customer service experience by providing a one-stop, citizen engagement division to address nonemergency public concerns, such as parking, weed abatement, abandoned vehicles, animal control, etc.",2,1
743,Flagstaff,05-Community Development,Code Compliance,Perform regular patrols/monitor for on-going and active code violations. Respond to both internal and external complaints about violations. Perform graffiti removal. Specialized compliance focusing on outdoor lighting.,2,1
376,"West Plains, MO",Planning,Code Compliance,Manage compliance concerns and issue citations where needed. ,2,1
542,"Branson, MO",Police,Code Compliance Inspections,"investigate / inspect properties for possible code violations - photograph, notify, document / track, follow-up of properties with confirmed violations until resolved",2,1
369,Roswell,30 - Community Development,Code Compliance Intake,"Process code violation complaints and manage responses.
Intake and process code violation complaints via phone, email, in- person or hiperweb platform; Manage and route complaints in system and submit appropriate responses. Support Code Enforcement Officers, Land Development Inspectors, and Building Inspectors to include case entry, documentation, schedule follow up investigations, customer communication and case completion. Support preparation for court documentation as needed; Manage Code/Violation database.  Intake and process code violation complaints via phone, email, in- person or hiperweb platform; Manage and route complaints in system and submit appropriate responses. Support Code Enforcement Officers, Land Development Inspectors, and Building Inspectors to include case entry, documentation, schedule follow up investigations, customer communication and case completion. Support preparation for court documentation as needed; Manage Code/Violation database.",2,1
82,Roswell,30 - Community Development,Code Compliance investigation,"Investigate properties in response to code violation complaint and implement the Apartment Sweep Program (ASP)  Code Enforcement Officers complete investigations at properties in response to code violation complaints received.  In addition, officers perform sweeps for illegally placed temporary signs and compliance checks for permitted temporary signs that have expired.   Code Enforcement performs Apartment Sweep Program (ASP), which is periodic inspection of multi-family developments, and perform audits annual reports provided by apartment complexes based on private inspections (inspect 20% of total units annually).",2,1
1141,East Lansing,"Planning, Bldg and Dev",Code Enforcement,Enforce City Code as it peratins to zoning and signage,2,1
4144,Littleton,Community Services,Code Enforcement,"Investigates complaints including zoning, housing, property maintenance, building, and environmental, to ensure compliance with city codes, Inspects existing dangerous properties for habitability and safe occupancy both in person and virtually.",2,1
2030,Meridian,Police,Code Enforcement,"Enforcement and investigation of city ordinances, verify building, zoning, permit issuance are in code compliance, research and respond to complaints and expired permits. Use of compliance records management systems (ACCELA, mobileEyes, Compliance Engine, ProjectDox).",2,1
1191,SouthJordan,Engineering,Code Enforcement,"Code enforcement of property maintenance, signs and banners, and building permits. ",2,1
74,UnifiedGov,Neighborhood Resource Center,Code Enforcement,Enforcement of Property Maintence Codes to enhance the level of public safety and reduce blight through effective enforcemnt of city ordinaces.,2,1
1871,UnifiedGov,Neighborhood Resource Center,Code Enforcement - Vacant Property Registration Program,Third party vendor  responsible  of registering new and update existing vacant properties.,2,1
249,UnifiedGov,Neighborhood Resource Center,Code Enforcement Administrative Citation Program,"Issuing Administrative citations for failed inspections, addressing abatements, housing violations, and environmental violations. Assists in improving properties for neighborhood",2,1
972,"Monroe, OH",DEVELOPMENT,Code Enforcement Program,"The program promotes health and safety of the community by establishing minimum standards for existing buildings and structures. The program is fairly new and in need of an inventory of current operations, systems, and resources, including an update to the property maintenance code; procedures and process related to enforcement and correction; an evaluation of the roles and responsibilities of the code enforcement officer; implementing Munis Code Enforcement and Field Inspector modules for data/information entry and collection.  ",2,1
541,"Branson, MO",Police,"Code Enforcement, Citizen Complaints","investigate / inspect, photograph, notify, document / track, follow-up until resolved of code violations reported by citizens",2,1
2221,Littleton,Community Services,Code Management,"Interprets and applies regulations, standards, guidelines, and policies; Researches code-related issues and prepares policy recommendations",2,1
439,Longmont,Public Safety,Codes and Planning Inspections/Permits,"Codes and Planning Inspections/Permits is a primary service function of the Fire Services Division. The goal is to reduce loss as a result of fire on a building. This goal is accomplished through fire code inspections, issuance of permits, plan review, and life safety system testing.",2,1
205,"West Plains, MO",Administration,Codification,Ensure that laws enacted by ordinance of the Governing Body are timely and accurately codified in the municipal code,2,1
931,"Washington County, WI",Samaritan,Cognition Therapy,Speech therapist evaluates and assess ones ability to recall short and long term memory.,2,1
4120,Littleton,City Council,Collaborative Relationships,"Building and fostering collaborative relationships with internal and external individuals and groups. For example, council breakfasts.",2,1
2478,Littleton,Library,Collection Development,"Review and select titles for purchase that provide a well-balanced and current collection of materials which meet community interests and needs.  Purchase materials in all available formats, from print to digital items, including online databases, within an assigned budget.  Consistently evaluate the collection for effectiveness and remove outdated, duplicate or worn items when necessary.",2,1
205,"Boise, ID",Library,Collection Development - Adult,"The process of building and maintaining the library's adult collection.  Specifically: the selection, acquisition, evaluation, and maintenance of information resources in electronic, print, and non-print formats for adults.",2,1
206,"Boise, ID",Library,Collection Development - Teen,"The process of building and maintaining the library's teen collection.  Specifically: the selection, acquisition, evaluation, and maintenance of information resources in electronic, print, and non-print formats for teens.",2,1
204,"Boise, ID",Library,Collection Development - Youth,"The process of building and maintaining the library's youth collection.  Specifically: the selection, acquisition, evaluation, and maintenance of information resources in electronic, print, and non-print formats for youth.",2,1
1139,"Riverside, CA",Library,Collection Development and Management,"Aquire, develop and manage a diverse library collection of books and other materials to strengthen Riverside's portfolio of lifelong learning programs, ensure access to books and online resources for all community members, and increase literacy. Ex. Purchasing books for the collection.",2,1
901,Flagstaff,02-Management Services,Collections,"Oversight, maintenance, audit, review, research and collection of collection accounts",2,1
522,"Green Bay, WI",50 -  DEPT OF PUBLIC WORKS,Collections,"Collection, reconciliation, and deposit/audit of funds generated from all Parking Division activity",2,1
1303,"Salt Lake City, UT",DEPARTMENT OF FINANCE,Collections,"The collections program includes the enforcement of timely payments or outstanding fines, fees and negotiated settlements.  City revenues are enhanced by enforcing timely payments of all outstanding debts owed to the City.  Functions also include helping all departments collect all past-due revenues and ensuring compliance with City codes and other requirements, negotiated settlements and providing invoicing services to all City departments, as well as monitoring and tracking outstanding accounts and reporting and payment processing.",2,1
294,Longmont,Finance,Collections Activity,"Taking payments, making payment arrangements and all collections activity on delinquent active and inactive accounts, including non-pay disconnects and reconnects.",2,1
1301,"Salt Lake City, UT",DEPARTMENT OF FINANCE,Collections: Subrogation,Supports attorney’s office in collecting on 3rd party insurance claims. Enhances revenue recovery for city departments.,2,1
1375,SouthJordan,Public Works,Collector Street Fencing Maintenance,All city fencing has been identified in the GIS system and repairs are performed when noticed by city staff or requested by a resident.,2,1
2025,Jefferson,Veterans Service,Combat Related Special Compensation Program,Help eligible veterans apply for Combat Related Special Compensation from the Department of Defense.,2,1
5890,San Juan County,Community Development,Commercial & Residential Plan Review,Review commercial & residential building plans for code compliance to insure that the safety and welfare of the public is maintained.,2,1
428,"Washington County, WI",Highway,Commercial and Subdivision Site Plan Storm Water Inspections & Reviews,Assist Parks Department with storm water plan reviews,2,1
756,"Strathcona County, AB",Infrastructure and Planning Services,Commercial Attraction,"Commercial attraction focuses on those developments where commerce is conducted or business is accomplished, this may be the exchange of merchandise, transportation of persons, products or other items, and exchange of commodities. Types of commercial development may be food service, financial service, retail, hotel development among many others. Work with marketing, site selection, trade missions, studies and research, tours, information on region and municipality and other information supplied to commercial investment prospects.",2,1
508,"Branson, MO",Planning & Development,Commercial Building Plan Review,reviews plans for compliance with International Building Code,2,1
183,"Branson, MO",Engineering,Commercial Development Engineering Field Inspections,Daily or weekly visits to review construction of new commercial developments to ensure that infrastructure is built to city standards and specifications.,2,1
259,Roswell,80 - Environmental Public Works,Commercial Dumpster Collection Program,"Collection of commercial garbage.  Includes dumpster service collection, and a program to routinely replace dumpsters at the end of their useful life.  none",2,1
2349,Meridian,Community Development,Commercial Electrical Inspection,Perform commercial electrical inspections (Includes QA/QC being done by Inspection Supervisor).,2,1
2351,Meridian,Community Development,Commercial Fire Inspection,Perform commercial fire inspections. (currently outsourced),2,1
1106,"Columbia, SC",Solid Waste Six Night,"Commercial Garbage Service for Main Street, 5 Points and Vista",Provide six-night service for hospitality districts,2,1
2348,Meridian,Community Development,Commercial Mechanical Inspection,Perform commercial mechanical inspections.,2,1
2342,Meridian,Community Development,Commercial Plan Review,"Perform commercial building, mechanical, electrical, plumbing and fire plan reviews. (currently partially outsourced)",2,1
2350,Meridian,Community Development,Commercial Plumbing Inspection,Perform commercial plumbing inspections. (currently outsourced),2,1
6802,Littleton,Community Services,Commercial Real Estate - Monitoring and Communication,Track commercial properties and tenant activities through CoStar - work with property owners and brokers to promote available sites - monitor tenants and reach out to retain when not renewing leases. Provide tenant information to the Finance Department when businesses are not yet registered with the city.,2,1
1113,"Columbia, SC",Recycling,Commercial Recycling Collection,"Citywide collection for approx. 35,000 roll carts twice per month",2,1
1137,"Columbia, SC",Solid Waste,Commercial Street Sweepers,"Sweeping approx. 26,000 miles/yr. for hospitality districts",2,1
422,"Boise, ID",Public Works,Commercial Waste Mgmt Svcs,"Provide for the collection of commercial trash, recycling and composting materials.",2,1
1678,Jefferson,Sheriff,Commissary Services,Assist and deliver commissary products as well and monetary control of funds,2,1
4564,San Juan County,CEO,Commission Meeting Preparation,Preparation of commission agenda and packets,2,1
6032,San Juan County,LEGAL,Commission Meetings,"Attend Commission meetings.  Draft ordinances, resolutions, and proclamations.",2,1
1258,"Riverside, CA",General Services,Commission on Disabilities,"Per the City Charter section 804 and the Riverside Municipal Code section 2.66.050, City Commissions must have monthly meetings.  General Services provides staff support for the Commission on Disabilities, including agenda packet preparation, coordinating guest speakers, and taking minutes.",2,1
1584,"Riverside, CA",RPU - Electric,Communication System Improvement Program,"Voice, data, and control communication systems are essential for effective utility operations. The Utility requires a high bandwidth, low latency, reliable, secure, and resilient network communications system that uses analog and digital communications across fiber, wireless, and wired networks.",2,1
1145,"Pittsburgh, PA",INNOVATION AND PERFORMANCE,Communications and 311 Response Center,"Receive citizen inquiries and concerns and coordinate follow-up. Manage the City of Pittsburgh QAlert work order system. Operate the city call center. Operate City Channel television,  City of Pittsburgh website(s) and Social Media sites for  news,  information and alerts",2,1
6923,Littleton,Community Services,Communications and outreachÂ ,"Provide Economic Development and business communications and outreach to Littleton businesses, City staff and leadership, citizens, and other interested parties.Â Â ",2,1
899,"Strathcona County, AB",Chief Commissioner,"Communications Consultation, Planning and Implementation","Provide strategic communication direction, consultation and training for client departments, executive, elected officials. Assess communications needs, develop communications plans and messaging, determine best approaches to communications challenges, and measure results of campaigns.",2,1
871,Flagstaff,01-014 Information Technology,Communications Management,"Monitoring, support and maintenance of VoIP phones, call trees, paging, E911 calling, email, Skype, Teams and other unified messaging tools",2,1
1254,"Riverside, CA",City Manager,Communications Protocol,Program for effective and efficient communications when issues are reported to the City,2,1
2520,"Addison, TX",City Manager's Office,Communications Services,This is a program for 3rd party communications services.  These services are used during major events and to supplement the Marketing Department as needed.  This is a monthly fee paid to the vendor.,2,1
4627,San Juan County,EMERGENCY MANAGEMENT,Communications System Maintenance,"Dispatch, Towers, etc.",2,1
1470,"Addison, TX",Airport,"Communications, Marketing & Community Outreach","The communications and marketing program includes community relations - maintaining community support for the airport is essential - and marketing for economic development purposes, to attract new businesses to and grow existing businesses at the airport. Also includes maintaining industry and trade relations.",2,1
447,"Eugene, OR",PDD,Community & Area Planning,"Provides required recurring Neighborhood Planning, leads Corridor Planning, and provides General Area Planning in conjunction with local partners pertaining to land use.",2,1
945,"Columbia, SC",Police Department,Community Active Shooter Training,Program coordinated with  the community  to teach how to respond to active shooter threats.,2,1
649,"Beaumont, AB",CAO Office,Community and Stakeholder Relations,"Building and maintaining relationships with community, responding to inquiries/ concerns and communicating with public
about council decisions and priorities.",2,1
1211,"Riverside, CA",RPU - Electric,Community and Sustainability Focused Program Development,"Develop strategies for customer programs and partnerships to link energy efficiency (EE) programs, demand response (DR), demand side management (DSM), renewables, energy storage and community sustainability efforts. Conduct market research and identify potential opportunities for developing new Demand side programs; provide leadership to the utility on advanced technology applications for customers.",2,1
955,Flagstaff,06-Public Works,Community Beautification Programs,"Install, organize installation and maintenance of City Beautification features. Examples include BBB funded beautification projects such as sculptures, artwork, pollinator gardens, murals, etc.",2,1
840,"Strathcona County, AB",Community Services,Community Capacity Building and Engagement,"RPC staff recruit, train, and support volunteers, enabling them to help the community through the services provided by the department. RPC works collaboratively with residents, other departments and partners to identify priorities and ensure that current and emerging community recreation needs are being met. Ongoing research, public engagement and planning to review and reevaluate approved plans and strategies including the guiding Open Space and Recreation Facility Strategy.",2,1
2029,Jefferson,Veterans Service,Community Care referral assistance,Assist with getting referral to get private care at VA expense,2,1
2518,Littleton,Library,Community Center,"Provide a safe and comfortable space, open and welcome to all,  for a diverse community of users to read, work, study, gather and engage in conversation and social interactions.",2,1
421,"Branson, MO",Parks and Recreation,Community Center Leases,Management of long term leases at the Community Center,2,1
418,"Branson, MO",Parks and Recreation,Community Center Maintenance,Maintenance of Community Center facility and equipment,2,1
6010,San Juan County,CEO,Community Development Block Grant (CDBG) Grant,Administration of the Community Development Block Grant Program,2,1
1143,Flagstaff,05-Community Development,Community Development Front Counter Customer Service,"Receive, issue and track a variety of applications and permits. Collect fees, provide general information about codes and process.",2,1
1626,"Fort Saskatchewan, AB",Family & Community Support Services,"Community Development, Planning, Engagement and Support","Working in partnership with volunteers, residents, organizations, agencies and government to build community capacity. Partner with other human service agencies to advocate and increase public awareness on social issues. Planning and engagement to address current and emerging community needs, gaps and trends.",2,1
1067,"Washington County, WI",UW-Extension,Community Economic Development,"Enhances economic vitality through community visioning, demographic analysis and entrepreneurship resources.",2,1
1519,"Addison, TX",Marketing,Community Education and Outreach,"Departments throughout the city ask Marketing for assistance promoting programs like Co-working in the Park, Earth Day, Easter Egg Hunts and more to the community.",2,1
969,Ferndale,City Communications,Community Engagement,"Develops, creates, and promotes opportunities for residents to connect through various engagement efforts (i.e., community meetings, neighborhood meetings, social media groups/forums, civic pride campaigns, community outreach events, etc.). Attends community functions, mobilizes and communicates with neighborhood groups, and supports outside agencies impacted by City operations.",2,1
2015,Marathon,Administration,Community Engagement,"Engage the community to achieve long-term and sustainable outcomes, processes, relationships, discourse, decision-making, or implementation.",2,1
1560,East Lansing,Police,Community Engagement Team,"Management and employment of Police Social Workers, Neighborhood Resource Specialists, and their community outreach efforts.",2,1
1778,Jefferson,Parks,Community Events,Coordination and support of community events that increase public participation in our parks as well as support community groups that help forward our departments mission.,2,1
2454,Meridian,Parks and Rec,Community Events,"Community events for City of Meridian and City Hall Including: Movie Night, Block Party, Christmas in Meridian, Gene Kleiner Day, and Independence day.",2,1
295,Roswell,90 - Transportation,Community Events (City Initiated),"City support/resources expended to support City-initiated special events  Help manage road closures, traffic management, public notifications, and execute Special Events such as Youth Day Parade, Touch a Truck, etc.",2,1
480,Lawrence,Parks & Recreation,Community Events / Downtown Streetscape,"Provides an Unmistakably Lawrence destination for residents and visitors. Includes Special Events programming and permitting in parks and on right-of-way. Provides streetscape, holiday lighting, flower planting, and maintenance of the Downtown Area",2,1
2083,"St Albert, AB",Recreation and Parks,Community Events Support,Support to St. Albert event organizing groups in the coordination of identified corporate services for the benefit of the community.,2,1
192,"Canton, MI",336 - Fire,Community Facility Fire Alarm Inspection,Fire alarm inspection in buildings througout the community,2,1
958,"West Plains, MO",Community Services,Community Grant Program,Administering grant funds for tourism-related projects and events in the community.,2,1
993,"Monroe, OH",CITY MANAGER'S OFFICE,Community Improvement Corporation,"Support the Monroe Area Community Improvement Corporation's Board of Trustees through meeting management such as public notice, meeting logistics, agenda development, resolutions, public records, banking, etc.",2,1
816,Flagstaff,07-Economic Vitality,Community Investment Outreach,"Provide outreach, support, and relationship development with internal and external stakeholders to benefit the business and economic landscape of Flagstaff.",2,1
1218,"Columbia, SC",Metro WWTP,Community Outreach,"Presentations, Public activities, advertising.",2,1
4867,San Juan County,JUVENILE SERVICES,Community Outreach,"Educational opportunities for the community by partnering with Leadership San Juan, San Juan College, Public School Districts, NM Highlands University to provide facility tours, expert panel questions, service learning, internships.",2,1
5096,San Juan County,SHERIFFS OFFICE,Community Outreach,"Approach to community engagement and outreach in various public settings (county fair, GRIT, and related events)",2,1
1363,"Pittsburgh, PA",BUREAU OF EMERGENCY MEDICAL SERVICES,Community Outreach Program and Education,Community health and safety training such as CPR and health screenings.,2,1
957,"Strathcona County, AB",Council,"Community Outreach, Engagement and Communication","Liaise with Strathcona County residents and businesses; this includes the provision of resident and business visitations, responding to resident inquires/concerns (including directing residents to appropriate subject matter expert where required), and providing general information to residents and businesses. This program also includes helping the County promote resident engagement opportunities and communicating with the public about Council decisions and strategic priorities.",2,1
